Id,Prediction1
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,3.0
96,3.0
97,3.0
98,3.0
99,3.0
100,3.0
101,3.0
102,3.0
103,3.0
104,3.0
105,3.0
106,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,3.0
168,3.0
169,3.0
170,3.0
171,3.0
172,3.0
173,3.0
174,3.0
175,3.0
176,3.0
177,3.0
178,3.0
179,3.0
180,3.0
181,3.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,3.0
188,3.0
189,3.0
190,3.0
191,3.0
192,3.0
193,3.0
194,3.0
195,3.0
196,3.0
197,3.0
198,3.0
199,3.0
200,3.0
201,3.0
202,3.0
203,3.0
204,3.0
205,3.0
206,3.0
207,3.0
208,3.0
1080,3.0
1081,3.0
1082,3.0
1083,3.0
1084,3.0
1085,3.0
1086,3.0
1087,3.0
1088,3.0
1089,3.0
1090,3.0
1091,3.0
1092,3.0
1093,3.0
1094,3.0
1095,3.0
1096,3.0
1097,3.0
1098,3.0
1099,3.0
1100,3.0
1101,3.0
1102,3.0
1103,3.0
1104,3.0
1105,3.0
1106,3.0
1158,3.0
1159,3.0
1160,3.0
1161,3.0
1162,3.0
1163,3.0
1164,3.0
1165,3.0
1166,3.0
1167,3.0
1168,3.0
1169,3.0
1170,3.0
1171,3.0
1172,3.0
1173,3.0
1174,3.0
1175,3.0
1176,3.0
1177,3.0
1178,3.0
1179,3.0
1180,3.0
1181,3.0
1182,3.0
1183,3.0
1184,3.0
1185,3.0
1186,3.0
1187,3.0
1188,3.0
1189,3.0
1190,3.0
1191,3.0
1192,3.0
1193,3.0
1194,3.0
1195,3.0
1196,3.0
1197,3.0
1198,3.0
1199,3.0
1200,3.0
1201,3.0
1202,3.0
1203,3.0
1204,3.0
1205,3.0
1206,3.0
1207,3.0
1208,3.0
