Id,Prediction1
80,3.0
81,3.0
82,5.0
83,4.0
84,3.0
85,4.0
86,5.0
87,3.0
88,3.0
89,3.0
90,2.0
91,4.0
92,5.0
93,4.0
94,3.0
95,3.0
96,4.0
97,5.0
98,3.0
99,5.0
100,1.0
101,1.0
102,3.0
103,2.0
104,3.0
105,3.0
106,3.0
158,5.0
159,4.0
160,3.0
161,4.0
162,5.0
163,3.0
164,3.0
165,3.0
166,2.0
167,4.0
168,5.0
169,4.0
170,3.0
171,3.0
172,4.0
173,5.0
174,3.0
175,5.0
176,1.0
177,1.0
178,3.0
179,2.0
180,3.0
181,3.0
182,4.0
183,3.0
184,5.0
185,3.0
186,3.0
187,2.0
188,3.0
189,3.0
190,3.0
191,4.0
192,2.0
193,3.0
194,4.0
195,4.0
196,4.0
197,0.0
198,5.0
199,3.0
200,5.0
201,2.0
202,2.0
203,2.0
204,2.0
205,2.0
206,2.0
207,1.0
208,3.0
1080,4.0
1081,3.0
1082,5.0
1083,3.0
1084,3.0
1085,2.0
1086,3.0
1087,3.0
1088,3.0
1089,4.0
1090,2.0
1091,3.0
1092,4.0
1093,4.0
1094,4.0
1095,0.0
1096,5.0
1097,3.0
1098,5.0
1099,2.0
1100,2.0
1101,2.0
1102,2.0
1103,2.0
1104,2.0
1105,1.0
1106,5.0
1158,0.0
1159,4.0
1160,2.0
1161,3.0
1162,4.0
1163,1.0
1164,4.0
1165,1.0
1166,2.0
1167,0.0
1168,1.0
1169,0.0
1170,0.0
1171,4.0
1172,2.0
1173,3.0
1174,2.0
1175,2.0
1176,1.0
1177,3.0
1178,4.0
1179,3.0
1180,4.0
1181,5.0
1182,4.0
1183,3.0
1184,0.0
1185,4.0
1186,2.0
1187,3.0
1188,4.0
1189,1.0
1190,4.0
1191,1.0
1192,2.0
1193,0.0
1194,1.0
1195,0.0
1196,0.0
1197,4.0
1198,2.0
1199,3.0
1200,2.0
1201,2.0
1202,1.0
1203,3.0
1204,4.0
1205,3.0
1206,4.0
1207,5.0
1208,4.0
