Id,Prediction1
80,6.882637529339917
81,4.8904470976609025
82,5.513504364445533
83,4.732843386180528
84,4.882205338213523
85,4.91760088792404
86,9.131128904142187
87,3.997000434011042
88,4.694480493636713
89,4.688682180112565
90,4.6903524035172595
91,7.430297169421932
92,6.511715881757629
93,4.7566223769464315
94,6.224702302758587
95,5.1507136533694435
96,7.836600580397063
97,9.491452593774012
98,6.528837741475385
99,5.569066118140217
100,3.413201628229791
101,2.7288155405515697
102,2.7823687572510454
103,3.16777742374021
104,3.7674813710886528
105,4.8904470976609025
106,5.513504364445533
158,4.732843386180528
159,4.882205338213523
160,4.91760088792404
161,9.131128904142187
162,3.997000434011042
163,4.694480493636713
164,4.688682180112565
165,4.6903524035172595
166,7.430297169421932
167,6.511715881757629
168,4.7566223769464315
169,6.224702302758587
170,5.1507136533694435
171,7.836600580397063
172,9.491452593774012
173,6.528837741475385
174,5.569066118140217
175,3.413201628229791
176,2.7288155405515697
177,2.7823687572510454
178,3.16777742374021
179,3.7674813710886528
180,5.510065090590986
181,6.320930189250829
182,4.000592854474373
183,5.082897553435994
184,3.4455836694207935
185,6.62524694787542
186,1.2168946249235004
187,3.85410408991441
188,5.3701749241766255
189,6.744074178075092
190,5.186619514395344
191,3.6817039118917014
192,5.61773798383281
193,2.382551711052112
194,5.117075839347427
195,5.069934358518397
196,3.5063180421466074
197,7.3898414139865185
198,4.157414013802143
199,5.940735544174336
200,2.8519506791102187
201,2.347203498886797
202,2.4148461399835455
203,2.549975251489063
204,3.2599110361702768
205,3.2083515618533993
206,2.6264161424390573
207,6.320930189250829
208,4.000592854474373
1081,5.082897553435994
1082,3.4455836694207935
1083,6.62524694787542
1084,1.2168946249235004
1085,3.85410408991441
1086,5.3701749241766255
1087,6.744074178075092
1088,5.186619514395344
1089,3.6817039118917014
1090,5.61773798383281
1091,2.382551711052112
1092,5.117075839347427
1093,5.069934358518397
1094,3.5063180421466074
1095,7.3898414139865185
1096,4.157414013802143
1097,5.940735544174336
1098,2.8519506791102187
1099,2.347203498886797
1100,2.4148461399835455
1101,2.549975251489063
1102,3.2599110361702768
1103,3.2083515618533993
1104,2.6264161424390573
1105,11.918375425397912
1106,0.8652015311058863
1159,4.5372807633714665
1160,3.4997149076610174
1161,2.9831688162749472
1162,4.0520452496394626
1163,2.6665061029325505
1164,5.696169124087982
1165,3.379188481130929
1166,4.344106357114825
1167,0.5337348058739413
1168,2.841244108660042
1169,0.3840281760824431
1170,3.709587807213908
1171,4.98152539611689
1172,3.717067246206815
1173,5.091353735677245
1174,2.965625942775038
1175,3.2242829845733567
1176,0.5957273274604531
1177,4.185195015839691
1178,4.539214123336675
1179,4.196499301719482
1180,4.284841040968181
1181,5.287844802597775
1182,3.295686243478403
1184,0.8652015311058863
1185,4.5372807633714665
1186,3.4997149076610174
1187,2.9831688162749472
1188,4.0520452496394626
1189,2.6665061029325505
1190,5.696169124087982
1191,3.379188481130929
1192,4.344106357114825
1193,0.5337348058739413
1194,2.841244108660042
1195,0.3840281760824431
1196,3.709587807213908
1197,4.98152539611689
1198,3.717067246206815
1199,5.091353735677245
1200,2.965625942775038
1201,3.2242829845733567
1202,0.5957273274604531
1203,4.185195015839691
1204,4.539214123336675
1205,4.196499301719482
1206,4.284841040968181
1207,5.287844802597775
1208,3.295686243478403
