Id,Prediction1
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,5.0
96,4.0
97,4.0
98,3.0
99,3.0
100,3.0
101,3.0
102,4.0
103,2.0
104,3.0
105,3.0
106,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,3.0
168,3.0
169,3.0
170,5.0
171,4.0
172,4.0
173,3.0
174,3.0
175,3.0
176,3.0
177,4.0
178,2.0
179,3.0
180,3.0
181,4.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,3.0
188,3.0
189,4.0
190,3.0
191,4.0
192,4.0
193,3.0
194,3.0
195,4.0
196,3.0
197,4.0
198,3.0
199,3.0
200,3.0
201,3.0
202,3.0
203,3.0
204,3.0
205,4.0
206,4.0
207,4.0
208,3.0
1081,3.0
1082,3.0
1083,3.0
1084,3.0
1085,3.0
1086,3.0
1087,4.0
1088,3.0
1089,4.0
1090,4.0
1091,3.0
1092,3.0
1093,4.0
1094,3.0
1095,4.0
1096,3.0
1097,3.0
1098,3.0
1099,3.0
1100,3.0
1101,3.0
1102,3.0
1103,4.0
1104,4.0
1105,5.0
1106,4.0
1159,4.0
1160,4.0
1161,4.0
1162,5.0
1163,5.0
1164,4.0
1165,4.0
1166,5.0
1167,4.0
1168,4.0
1169,4.0
1170,2.0
1171,4.0
1172,4.0
1173,4.0
1174,4.0
1175,4.0
1176,4.0
1177,2.0
1178,2.0
1179,3.0
1180,3.0
1181,3.0
1182,2.0
1184,4.0
1185,4.0
1186,4.0
1187,4.0
1188,5.0
1189,5.0
1190,4.0
1191,4.0
1192,5.0
1193,4.0
1194,4.0
1195,4.0
1196,2.0
1197,4.0
1198,4.0
1199,4.0
1200,4.0
1201,4.0
1202,4.0
1203,2.0
1204,2.0
1205,3.0
1206,3.0
1207,3.0
1208,2.0
