Id,Prediction1
80,3.0145631067961167
81,3.0145631067961167
82,3.0145631067961167
83,3.0145631067961167
84,3.0145631067961167
85,3.0145631067961167
86,3.0145631067961167
87,3.0145631067961167
88,3.0145631067961167
89,3.0145631067961167
90,3.0145631067961167
91,3.0145631067961167
92,3.0145631067961167
93,3.0145631067961167
94,3.0145631067961167
95,3.0145631067961167
96,3.0145631067961167
97,3.0145631067961167
98,3.0145631067961167
99,3.0145631067961167
100,3.0145631067961167
101,3.0145631067961167
102,3.0145631067961167
103,3.0145631067961167
104,3.0145631067961167
105,3.0145631067961167
106,3.0145631067961167
158,3.0145631067961167
159,3.0145631067961167
160,3.0145631067961167
161,3.0145631067961167
162,3.0145631067961167
163,3.0145631067961167
164,3.0145631067961167
165,3.0145631067961167
166,3.0145631067961167
167,3.0145631067961167
168,3.0145631067961167
169,3.0145631067961167
170,3.0145631067961167
171,3.0145631067961167
172,3.0145631067961167
173,3.0145631067961167
174,3.0145631067961167
175,3.0145631067961167
176,3.0145631067961167
177,3.0145631067961167
178,3.0145631067961167
179,3.0145631067961167
180,3.0145631067961167
181,3.0145631067961167
182,3.0145631067961167
183,3.0145631067961167
184,3.0145631067961167
185,3.0145631067961167
186,3.0145631067961167
187,3.0145631067961167
188,3.0145631067961167
189,3.0145631067961167
190,3.0145631067961167
191,3.0145631067961167
192,3.0145631067961167
193,3.0145631067961167
194,3.0145631067961167
195,3.0145631067961167
196,3.0145631067961167
197,3.0145631067961167
198,3.0145631067961167
199,3.0145631067961167
200,3.0145631067961167
201,3.0145631067961167
202,3.0145631067961167
203,3.0145631067961167
204,3.0145631067961167
205,3.0145631067961167
206,3.0145631067961167
207,3.0145631067961167
208,3.0145631067961167
1080,3.0145631067961167
1081,3.0145631067961167
1082,3.0145631067961167
1083,3.0145631067961167
1084,3.0145631067961167
1085,3.0145631067961167
1086,3.0145631067961167
1087,3.0145631067961167
1088,3.0145631067961167
1089,3.0145631067961167
1090,3.0145631067961167
1091,3.0145631067961167
1092,3.0145631067961167
1093,3.0145631067961167
1094,3.0145631067961167
1095,3.0145631067961167
1096,3.0145631067961167
1097,3.0145631067961167
1098,3.0145631067961167
1099,3.0145631067961167
1100,3.0145631067961167
1101,3.0145631067961167
1102,3.0145631067961167
1103,3.0145631067961167
1104,3.0145631067961167
1105,3.0145631067961167
1106,3.0145631067961167
1158,3.0145631067961167
1159,3.0145631067961167
1160,3.0145631067961167
1161,3.0145631067961167
1162,3.0145631067961167
1163,3.0145631067961167
1164,3.0145631067961167
1165,3.0145631067961167
1166,3.0145631067961167
1167,3.0145631067961167
1168,3.0145631067961167
1169,3.0145631067961167
1170,3.0145631067961167
1171,3.0145631067961167
1172,3.0145631067961167
1173,3.0145631067961167
1174,3.0145631067961167
1175,3.0145631067961167
1176,3.0145631067961167
1177,3.0145631067961167
1178,3.0145631067961167
1179,3.0145631067961167
1180,3.0145631067961167
1181,3.0145631067961167
1182,3.0145631067961167
1183,3.0145631067961167
1184,3.0145631067961167
1185,3.0145631067961167
1186,3.0145631067961167
1187,3.0145631067961167
1188,3.0145631067961167
1189,3.0145631067961167
1190,3.0145631067961167
1191,3.0145631067961167
1192,3.0145631067961167
1193,3.0145631067961167
1194,3.0145631067961167
1195,3.0145631067961167
1196,3.0145631067961167
1197,3.0145631067961167
1198,3.0145631067961167
1199,3.0145631067961167
1200,3.0145631067961167
1201,3.0145631067961167
1202,3.0145631067961167
1203,3.0145631067961167
1204,3.0145631067961167
1205,3.0145631067961167
1206,3.0145631067961167
1207,3.0145631067961167
1208,3.0145631067961167
