Id,Prediction1
80,0.5647334535986619
81,0.6752799102113043
82,1.4035883051755036
83,1.2670185845730524
84,1.4961308297278781
85,2.076117915709658
86,1.4327819071930366
87,2.2582373700047187
88,2.848304600914262
89,2.135747505393255
90,2.1257216418554292
91,1.2287451191333967
92,0.5802466152862114
93,1.4834384923445876
94,2.466190321765828
95,3.745993842899658
96,5.139146670033041
97,3.955608938337467
98,3.6214569841097832
99,3.58252230609176
100,2.5502258420225306
101,3.521927830817836
102,3.387731829289898
103,2.3886702770938006
104,2.18866143255993
105,2.246840470995442
106,1.9826631589470878
158,3.1490445043825277
159,2.8546095931094286
160,2.5562127824978
161,2.169404498642628
162,2.9594908816069676
163,2.489541791634119
164,2.486141977554115
165,1.7265962264915071
166,0.30017301575240274
167,0.8416784177506832
168,1.5994261646905579
169,1.0950628366818038
170,1.7194049497029942
171,2.9507281347094345
172,5.2440095720904845
173,5.356488556809157
174,4.590439787983604
175,4.445093515087002
176,2.7900032357437876
177,2.4670946965488088
178,3.860687472474277
179,4.141670009718597
180,3.3133401109313363
181,4.36470325797581
182,3.506099383885508
183,1.2626226064023025
184,2.109560944154473
185,1.8949812210567747
186,1.6752413802947848
187,1.5530055667028104
188,1.4087556314462
189,2.2570109857091385
190,2.918214385404948
191,2.3057560307611435
192,1.715889955883063
193,1.6315311315869148
194,0.8148315919417564
195,-0.20420352497658878
196,0.43318124706818173
197,1.247654532464183
198,2.4616769851080313
199,2.7886144913216704
200,1.5714343206672345
201,3.662262632449921
202,5.362668976479714
203,5.218597055414676
204,4.466736196307222
205,2.460354039217208
206,1.658629852310529
207,1.1600537605290415
208,2.091980254625049
1080,0.5647334535986619
1081,0.6752799102113043
1082,1.4035883051755036
1083,1.2670185845730524
1084,1.4961308297278781
1085,2.076117915709658
1086,1.4327819071930366
1087,2.2582373700047187
1088,2.848304600914262
1089,2.135747505393255
1090,2.1257216418554292
1091,1.2287451191333967
1092,0.5802466152862114
1093,1.4834384923445876
1094,2.466190321765828
1095,3.745993842899658
1096,5.139146670033041
1097,3.955608938337467
1098,3.6214569841097832
1099,3.58252230609176
1100,2.5502258420225306
1101,3.521927830817836
1102,3.387731829289898
1103,2.3886702770938006
1104,2.18866143255993
1105,2.246840470995442
1106,1.9826631589470878
1158,3.1490445043825277
1159,2.8546095931094286
1160,2.5562127824978
1161,2.169404498642628
1162,2.9594908816069676
1163,2.489541791634119
1164,2.486141977554115
1165,1.7265962264915071
1166,0.30017301575240274
1167,0.8416784177506832
1168,1.5994261646905579
1169,1.0950628366818038
1170,1.7194049497029942
1171,2.9507281347094345
1172,5.2440095720904845
1173,5.356488556809157
1174,4.590439787983604
1175,4.445093515087002
1176,2.7900032357437876
1177,2.4670946965488088
1178,3.860687472474277
1179,4.141670009718597
1180,3.3133401109313363
1181,4.36470325797581
1182,3.506099383885508
1183,1.2626226064023025
1184,2.109560944154473
1185,1.8949812210567747
1186,1.6752413802947848
1187,1.5530055667028104
1188,1.4087556314462
1189,2.2570109857091385
1190,2.918214385404948
1191,2.3057560307611435
1192,1.715889955883063
1193,1.6315311315869148
1194,0.8148315919417564
1195,-0.20420352497658878
1196,0.43318124706818173
1197,1.247654532464183
1198,2.4616769851080313
1199,2.7886144913216704
1200,1.5714343206672345
1201,3.662262632449921
1202,5.362668976479714
1203,5.218597055414676
1204,4.466736196307222
1205,2.460354039217208
1206,1.658629852310529
1207,1.1600537605290415
1208,2.091980254625049
