Id,Prediction1
80,3.0
81,3.0
82,3.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,4.0
90,3.0
91,1.0
92,1.0
93,1.0
94,4.0
95,4.0
96,4.0
97,4.0
98,4.0
99,4.0
100,4.0
101,5.0
102,5.0
103,5.0
104,3.0
105,2.0
106,2.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,3.0
164,3.0
165,3.0
166,3.0
167,1.0
168,4.0
169,1.0
170,1.0
171,4.0
172,3.0
173,4.0
174,4.0
175,4.0
176,4.0
177,3.0
178,3.0
179,3.0
180,1.0
181,1.0
182,4.0
183,3.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,4.0
191,4.0
192,4.0
193,4.0
194,4.0
195,4.0
196,4.0
197,4.0
198,4.0
199,4.0
200,4.0
201,4.0
202,4.0
203,4.0
204,3.0
205,3.0
206,3.0
207,3.0
208,3.0
1080,3.0
1081,3.0
1082,3.0
1083,1.0
1084,1.0
1085,1.0
1086,1.0
1087,1.0
1088,1.0
1089,4.0
1090,3.0
1091,1.0
1092,1.0
1093,1.0
1094,4.0
1095,4.0
1096,4.0
1097,4.0
1098,4.0
1099,4.0
1100,4.0
1101,5.0
1102,5.0
1103,5.0
1104,3.0
1105,2.0
1106,2.0
1158,1.0
1159,1.0
1160,1.0
1161,1.0
1162,1.0
1163,3.0
1164,3.0
1165,3.0
1166,3.0
1167,1.0
1168,4.0
1169,1.0
1170,1.0
1171,4.0
1172,3.0
1173,4.0
1174,4.0
1175,4.0
1176,4.0
1177,3.0
1178,3.0
1179,3.0
1180,1.0
1181,1.0
1182,4.0
1183,3.0
1184,1.0
1185,1.0
1186,1.0
1187,1.0
1188,1.0
1189,1.0
1190,4.0
1191,4.0
1192,4.0
1193,4.0
1194,4.0
1195,4.0
1196,4.0
1197,4.0
1198,4.0
1199,4.0
1200,4.0
1201,4.0
1202,4.0
1203,4.0
1204,3.0
1205,3.0
1206,3.0
1207,3.0
1208,3.0
